350,258
341,251
397,293
337,251
360,275
334,251
182258,-26886
344,267
346,264
330,250
339,259
332,257
339,273
295,199
323,252
313,250
316,251
308,246
305,249
298,243
296,241
289,235
295,242
293,239
311,256
299,239
311,251
301,232
312,242
313,237
313,235
318,237
320,236
324,236
325,235
330,239
328,232
333,235
334,233
332,229
340,235
344,238
343,234
346,236
346,235
352,241
351,239
353,239
357,243
355,239
358,242
357,240
359,243
355,236
356,242
359,248
355,246
353,246
350,246
349,248
